País;Tema;Indicador;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Unidade;Multiplicador;Fonte
NL;População;Densidade demográfica;"442,88";"457,91";"471,73";"475,30";"478,35";"480,61";"482,28";"483,41";"484,19";"485,24";"487,13";"490,08";"492,60";"495,05";"496,88";"498,80";"500,59";"503,12";"505,80";"508,8";"511,78";"515,14";"518,01";;;hab/km²;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/EN.POP.DNST>"
NL;População;Homens;"7388352";"7640630";"7877546";"7938421";"7990446";"8029094";"8057280";"8076039";"8089121";"8106729";"8138778";"8181658";"8224707";"8265148";"8298490";"8325795";"8358842";"8399441";"8447999";"8502002";"8555582";"8615129";"8665375";"8712076";"8798863";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.MA.IN>"
NL;População;Mulheres;"7563158";"7818376";"8047967";"8107759";"8158484";"8196208";"8224500";"8243829";"8256980";"8274968";"8306815";"8348729";"8390687";"8427926";"8456472";"8478636";"8506166";"8540483";"8582315";"8629295";"8676043";"8729744";"8776125";"8820968";"8904226";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.FE.IN>"
NL;População;População residente em área rural;"31,32";"27,19";"23,21";"22,17";"20,89";"19,66";"18,49";"17,37";"16,36";"15,46";"14,60";"13,71";"12,87";"12,12";"11,41";"10,81";"10,31";"9,83";"9,36";"8,92";"8,51";"8,12";"7,76";"7,43";"7,11";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS>"
NL;População;População residente em área urbana;"68,68";"72,81";"76,80";"77,83";"79,11";"80,34";"81,51";"82,63";"83,64";"84,54";"85,40";"86,29";"87,13";"87,88";"88,59";"89,19";"89,69";"90,17";"90,64";"91,08";"91,49";"91,88";"92,24";"92,57";"92,89";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS>"
NL;População;População total;"14951510";"15459006";"15925513";"16046180";"16148929";"16225302";"16281779";"16319868";"16346101";"16381696";"16445593";"16530388";"16615394";"16693074";"16754962";"16804432";"16865008";"16939923";"17030314";"17131296";"17231624";"17344874";"17441500";"17533044";"17703090";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL>"
NL;População;Taxa bruta de mortalidade;"8,6";"8,8";"8,8";"8,7";"8,8";"8,7";"8,4";"8,4";"8,3";"8,1";"8,2";"8,1";"8,2";"8,1";"8,4";"8,4";"8,3";"8,7";"8,7";"8,8";"8,9";"8,8";"9,7";"9,8";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CDRT.IN>"
NL;População;Taxa bruta de natalidade;"13,2";"12,3";"13";"12,6";"12,5";"12,3";"11,9";"11,5";"11,3";"11,1";"11,2";"11,2";"11,1";"10,8";"10,5";"10,2";"10,4";"10,1";"10,1";"9,9";"9,8";"9,8";"9,7";"10,2";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CBRT.IN>"
NL;População;Taxa média anual do crescimento da população;"0,69";"0,49";"0,71";"0,75";"0,64";"0,47";"0,35";"0,23";"0,16";"0,22";"0,39";"0,51";"0,51";"0,47";"0,37";"0,29";"0,36";"0,44";"0,53";"0,59";"0,58";"0,66";"0,56";"0,52";"0,97";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.GROW>"
