País;Tema;Indicador;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Unidade;Multiplicador;Fonte
GB;População;Densidade demográfica;"236,63";"239,82";"243,43";"244,37";"245,40";"246,55";"247,96";"249,66";"251,51";"253,47";"255,47";"257,41";"259,44";"261,48";"263,30";"265,07";"267,03";"269,15";"271,20";"273,05";"274,71";"276,26";"277,28";;;hab/km²;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/EN.POP.DNST>"
GB;População;Homens;"27816770";"28207182";"28695232";"28822894";"28964154";"29120962";"29309526";"29533818";"29773916";"30029168";"30290652";"30543717";"30805860";"31069406";"31309446";"31543950";"31799385";"32074811";"32340918";"32581496";"32798279";"33000535";"33133126";"33112737";"33094847";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.MA.IN>"
GB;População;Mulheres;"29430816";"29811848";"30197282";"30296779";"30406325";"30526615";"30678379";"30867389";"31072904";"31293296";"31516343";"31732553";"31960504";"32189405";"32390769";"32584323";"32802913";"33041408";"33270675";"33477363";"33662065";"33835792";"33948108";"33913563";"33876563";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.FE.IN>"
GB;População;População residente em área rural;"21,86";"21,65";"21,35";"21,25";"20,95";"20,66";"20,37";"20,09";"19,80";"19,52";"19,24";"18,97";"18,70";"18,43";"18,16";"17,90";"17,64";"17,37";"17,11";"16,86";"16,60";"16,35";"16,10";"15,85";"15,60";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS>"
GB;População;População residente em área urbana;"78,14";"78,35";"78,65";"78,75";"79,05";"79,34";"79,63";"79,92";"80,20";"80,48";"80,76";"81,03";"81,30";"81,57";"81,84";"82,10";"82,37";"82,63";"82,89";"83,14";"83,40";"83,65";"83,90";"84,15";"84,40";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS>"
GB;População;População total;"57247586";"58019030";"58892514";"59119673";"59370479";"59647577";"59987905";"60401206";"60846820";"61322463";"61806995";"62276270";"62766365";"63258810";"63700215";"64128273";"64602298";"65116219";"65611593";"66058859";"66460344";"66836327";"67081234";"67026300";"66971411";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL>"
GB;População;Taxa bruta de mortalidade;"11,2";"11,1";"10,3";"10,2";"10,2";"10,2";"9,7";"9,6";"9,4";"9,4";"9,4";"9";"8,9";"8,7";"8,9";"9";"8,8";"9,2";"9,1";"9,2";"9,2";"9";"10,1";"9,7";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CDRT.IN>"
GB;População;Taxa bruta de natalidade;"13,9";"12,6";"11,5";"11,3";"11,3";"11,7";"11,9";"12";"12,3";"12,6";"12,9";"12,7";"12,9";"12,8";"12,8";"12,1";"12";"11,9";"11,8";"11,4";"11";"10,7";"10,1";"10,1";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CBRT.IN>"
GB;População;Taxa média anual do crescimento da população;"0,30";"0,26";"0,36";"0,38";"0,42";"0,47";"0,57";"0,69";"0,74";"0,78";"0,79";"0,76";"0,78";"0,78";"0,70";"0,67";"0,74";"0,79";"0,76";"0,68";"0,61";"0,56";"0,37";"-0,08";"-0,08";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.GROW>"
