País;Tema;Indicador;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Unidade;Multiplicador;Fonte
CN;População;Densidade demográfica;"120,45";"127,84";"133,97";"134,95";"135,86";"136,70";"137,52";"138,33";"139,10";"139,83";"140,55";"141,25";"141,94";"142,71";"143,69";"144,65";"145,56";"146,41";"147,25";"148,14";"148,84";"149,37";"149,72";;;hab/km²;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/EN.POP.DNST>"
CN;População;Homens;"578362685";"615007084";"645562937";"650413443";"654865007";"659030348";"663027988";"667008138";"670816557";"674398683";"677925783";"681368810";"684712330";"688484213";"693176026";"697792609";"702159650";"706169297";"710100087";"714208198";"717291023";"719565010";"720928153";"721140373";"720646499";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.MA.IN>"
CN;População;Mulheres;"556822315";"589847916";"617082063";"621436557";"625534993";"629369651";"633047012";"636711861";"640203444";"643486317";"646729218";"649891191";"652992671";"656550787";"661013974";"665447390";"669700351";"673690703";"677689913";"682006802";"685468978";"688179990";"690171848";"691219627";"691528501";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.FE.IN>"
CN;População;População residente em área rural;"73,56";"69,04";"64,12";"62,91";"61,58";"60,22";"58,86";"57,48";"56,13";"54,80";"53,46";"52,12";"50,77";"49,49";"48,24";"46,99";"45,74";"44,5";"43,26";"42,04";"40,85";"39,69";"38,57";"37,49";"36,44";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS>"
CN;População;População residente em área urbana;"26,44";"30,96";"35,88";"37,09";"38,43";"39,78";"41,14";"42,52";"43,87";"45,20";"46,54";"47,88";"49,23";"50,51";"51,77";"53,01";"54,26";"55,5";"56,74";"57,96";"59,15";"60,31";"61,43";"62,51";"63,56";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS>"
CN;População;População total;"1135185000";"1204855000";"1262645000";"1271850000";"1280400000";"1288400000";"1296075000";"1303720000";"1311020000";"1317885000";"1324655000";"1331260000";"1337705000";"1345035000";"1354190000";"1363240000";"1371860000";"1379860000";"1387790000";"1396215000";"1402760000";"1407745000";"1411100000";"1412360000";"1412175000";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL>"
CN;População;Taxa bruta de mortalidade;"6,67";"6,57";"6,45";"6,43";"6,41";"6,4";"6,42";"6,51";"6,81";"6,93";"7,06";"7,08";"7,11";"7,14";"7,13";"7,13";"7,12";"7,07";"7,04";"7,06";"7,08";"7,09";"7,07";"7,18";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CDRT.IN>"
CN;População;Taxa bruta de natalidade;"21,06";"17,12";"14,03";"13,38";"12,86";"12,41";"12,29";"12,4";"12,09";"12,1";"12,14";"11,95";"11,9";"13,27";"14,57";"13,03";"13,83";"11,99";"13,57";"12,64";"10,86";"10,41";"8,52";"7,52";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CBRT.IN>"
CN;População;Taxa média anual do crescimento da população;"1,47";"1,09";"0,79";"0,73";"0,67";"0,62";"0,59";"0,59";"0,56";"0,52";"0,51";"0,50";"0,48";"0,55";"0,68";"0,67";"0,63";"0,58";"0,57";"0,61";"0,47";"0,35";"0,24";"0,09";"-0,01";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.GROW>"
