País;Tema;Indicador;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Unidade;Multiplicador;Fonte
RU;População;Densidade demográfica;"9,03";"9,06";"8,95";"8,91";"8,87";"8,83";"8,79";"8,76";"8,73";"8,72";"8,72";"8,72";"8,72";"8,73";"8,74";"8,76";"8,78";"8,80";"8,81";"8,82";"8,82";"8,82";"8,80";;;hab/km²;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/EN.POP.DNST>"
RU;População;Homens;"69334125";"69473134";"68464819";"68107925";"67715029";"67309072";"66921101";"66542026";"66219710";"66050853";"65997139";"66009601";"66053102";"66137295";"66292589";"66481170";"66665787";"66823446";"66964302";"67064796";"67084512";"67076532";"66925854";"66624709";"66670833";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.MA.IN>"
RU;População;Mulheres;"78635282";"78902653";"78132050";"77868557";"77591468";"77339545";"77146216";"76976788";"76829928";"76754261";"76745227";"76775747";"76796366";"76823612";"76909131";"77025825";"77153880";"77273424";"77378095";"77431943";"77393346";"77329730";"77147284";"76824577";"76884903";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL.FE.IN>"
RU;População;População residente em área rural;"26,61";"26,63";"26,65";"26,65";"26,66";"26,63";"26,58";"26,54";"26,49";"26,45";"26,40";"26,36";"26,31";"26,27";"26,21";"26,14";"26,05";"25,95";"25,84";"25,71";"25,57";"25,41";"25,25";"25,07";"24,87";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.RUR.TOTL.ZS>"
RU;População;População residente em área urbana;"73,39";"73,37";"73,35";"73,35";"73,34";"73,37";"73,42";"73,46";"73,51";"73,55";"73,60";"73,64";"73,69";"73,73";"73,79";"73,86";"73,95";"74,05";"74,16";"74,29";"74,43";"74,59";"74,75";"74,93";"75,13";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.URB.TOTL.IN.ZS>"
RU;População;População total;"147969407";"148375787";"146596869";"145976482";"145306497";"144648618";"144067316";"143518814";"143049637";"142805114";"142742366";"142785349";"142849468";"142960908";"143201721";"143506995";"143819667";"144096870";"144342397";"144496739";"144477859";"144406261";"144073139";"143449286";"143555736";habitantes;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.TOTL>"
RU;População;Taxa bruta de mortalidade;"11,2";"15";"15,3";"15,6";"16,2";"16,4";"15,9";"16,1";"15,1";"14,6";"14,5";"14,1";"14,2";"13,5";"13,3";"13";"13,1";"13";"12,9";"12,4";"12,5";"12,3";"14,6";"16,7";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CDRT.IN>"
RU;População;Taxa bruta de natalidade;"13,4";"9,3";"8,7";"9";"9,7";"10,2";"10,4";"10,2";"10,3";"11,3";"12";"12,3";"12,5";"12,6";"13,3";"13,2";"13,3";"13,3";"12,9";"11,5";"10,9";"10,1";"9,8";"9,6";;por mil;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.DYN.CBRT.IN>"
RU;População;Taxa média anual do crescimento da população;"0,17";"-0,02";"-0,42";"-0,42";"-0,46";"-0,45";"-0,40";"-0,38";"-0,33";"-0,17";"-0,04";"0,03";"0,04";"0,08";"0,17";"0,21";"0,22";"0,19";"0,17";"0,11";"-0,01";"-0,05";"-0,23";"-0,43";"0,07";%;1;"World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SP.POP.GROW>"
