mes,uf,faixa_etaria,id_sexo,id_grupo,id_escolaridade,qtd_pop,qtd_pop_visitou_estab_saude,qtd_pop_nao_visitou_estab_saude,qtd_pop_nao_visitou_estab_saude_ficou_em_casa,qtd_pop_nao_visitou_estab_saude_ligou_prof_saude,qtd_pop_nao_visitou_estab_saude_auto_medicou,qtd_pop_nao_visitou_estab_saude_recebeu_medicacao,qtd_pop_nao_visitou_estab_saude_recebeu_visita_prof_sus,qtd_pop_nao_visitou_estab_saude_recebeu_visita_prof_part,qtd_pop_nao_visitou_estab_saude_outro,qtd_pop_posto_saude,qtd_pop_pronto_socorro_sus,qtd_pop_hospital_sus,qtd_pop_ambulatorios_privado,qtd_pop_pronto_socorro_privado,qtd_pop_hospital_privado,qtd_pop_foi_internada,qtd_pop_nao_foi_internada,qtd_pop_nao_foi_atendida,qtd_pop_fez_teste_covid,qtd_pop_fez_teste_covid_swab,qtd_pop_teste_swab_positivo,qtd_pop_teste_swab_negativo,qtd_pop_teste_swab_inconclusivo,qtd_pop_teste_swab_sem_resultado,qtd_pop_fez_teste_covid_furo_dedo,qtd_pop_teste_furo_dedo_positivo,qtd_pop_teste_furo_dedo_negativo,qtd_pop_teste_furo_dedo_inconclusivo,qtd_pop_teste_furo_dedo_sem_resultado,qtd_pop_fez_teste_covid_veia,qtd_pop_teste_veia_positivo,qtd_pop_teste_veia_negativo,qtd_pop_teste_veia_inconclusivo,qtd_pop_teste_veia_sem_resultado,vl_ganho_mes_referencia,qtd_pop_recebeu_aposentadoria_pensao,qtd_pop_recebeu_pensao_alimenticia,qtd_pop_recebeu_bolsa_familia,qtd_pop_recebeu_bpc_loas,qtd_pop_recebeu_auxilio_emergencial,qtd_pop_recebeu_seguro_desemprego,qtd_pop_recebeu_outros_rendimentos
5,AC,Adultos,2,4,8,9,0,9,8,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26973.0,1,2,1,0,4,0,1
5,AC,Jovens,1,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5,AC,Adultos,2,2,5,3,0,3,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450.0,0,0,0,0,3,0,0
5,AC,Jovens,2,4,2,15,0,15,14,1,9,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,5,1,8,0,0
5,AC,Jovens,2,1,4,3,0,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,3,0,0
5,AC,Adultos,2,1,2,9,2,7,7,2,4,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,1,1,6,1,8,0,0
5,AC,Adultos,1,1,3,8,1,7,7,0,5,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8085.0,3,0,1,0,5,0,0
5,AC,Adultos,2,4,6,25,6,19,18,3,13,0,0,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12955.0,6,4,5,1,12,3,0
5,AC,Adultos,1,4,2,30,4,26,26,0,21,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20735.0,8,1,10,0,21,1,0
5,AC,Adultos,1,4,1,3,0,3,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500.0,2,0,0,0,1,0,0
5,AC,Idosos,2,4,1,7,1,6,6,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,0,0,0,0,0,0
5,AC,Adultos,1,1,4,5,1,4,4,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4700.0,0,0,0,1,5,1,0
5,AC,Adultos,1,1,5,11,3,8,5,2,4,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20232.0,1,0,0,0,4,0,0
5,AC,Jovens,1,4,2,24,0,24,24,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,4,11,1,16,2,1
5,AC,Jovens,1,1,2,5,2,3,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,1,4,1,0
5,AC,Jovens,2,2,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5,AC,Adultos,1,4,5,58,16,42,37,1,29,3,0,0,3,5,9,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73909.0,12,0,7,1,29,2,2
5,AC,Adultos,2,4,7,52,11,41,37,2,31,7,0,1,0,4,5,5,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138701.0,5,4,1,2,15,2,1
5,AC,Idosos,2,4,5,8,2,6,6,1,5,2,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,6,0,1,0,6,0,1
5,AC,Adultos,2,1,5,17,6,11,9,0,8,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6535.0,1,2,3,0,11,1,0
5,AC,Adultos,2,1,7,17,3,14,13,2,8,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43354.0,6,1,0,0,6,1,3
5,AC,Adultos,1,1,7,17,4,13,10,1,5,2,1,0,0,2,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90740.0,2,0,0,0,4,0,3
5,AC,Adultos,2,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300.0,0,0,0,0,0,0,0
5,AC,Adultos,1,1,8,4,1,3,3,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11201.0,2,0,0,0,0,0,0
5,AC,Adultos,1,2,7,3,1,2,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27280.0,0,0,0,0,1,0,1
5,AC,Adultos,1,4,7,29,7,22,20,0,13,5,0,0,0,2,2,2,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80542.0,4,2,0,1,8,1,0
5,AC,Adultos,2,2,7,9,0,9,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17975.0,3,1,0,0,1,0,0
5,AC,Idosos,1,1,2,7,0,7,7,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,6,0,0,0,5,0,0
5,AC,Idosos,2,4,6,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100.0,0,0,0,0,1,0,1
5,AC,Adultos,2,1,4,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,0,0,0,0,1,0,0
5,AC,Idosos,2,4,4,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0
5,AC,Adultos,1,4,8,3,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24100.0,0,0,0,0,0,0,1
5,AC,Adultos,2,1,6,7,2,5,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3895.0,1,0,0,0,3,0,0
5,AC,Jovens,1,4,5,4,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2390.0,0,1,1,0,4,0,0
5,AC,Adultos,2,2,2,3,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200.0,1,0,2,0,2,1,0
5,AC,Idosos,2,1,7,3,0,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,0,0,0
5,AC,Adultos,2,2,8,3,0,3,3,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12160.0,1,2,0,0,0,0,0
5,AC,Idosos,1,2,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,0,0,0,0,1,0,0
5,AC,Idosos,2,1,1,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,0
5,AC,Adultos,2,1,8,2,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17000.0,0,0,0,0,0,0,0
5,AC,Idosos,1,4,6,3,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,0,0,2,0,0
5,AC,Adultos,1,2,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2200.0,0,0,0,0,1,0,0
5,AC,Idosos,1,5,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0
5,AC,Idosos,2,1,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
5,AC,Adultos,1,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280.0,0,0,0,0,0,0,0
5,AC,Adultos,1,1,6,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,0,0,0,0,0,0,0
5,AC,Idosos,1,4,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5,AC,Adultos,2,4,3,11,1,10,10,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4600.0,2,2,5,1,9,0,0
5,AC,Adultos,1,4,6,13,3,10,7,2,4,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22051.0,0,1,1,1,9,0,0
5,AC,Adultos,1,4,4,11,1,10,10,2,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730.0,2,0,2,1,6,0,0
5,AC,Adultos,2,4,5,89,16,73,68,6,54,10,0,1,3,4,11,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56023.0,19,4,23,2,55,0,0
5,AC,Jovens,1,1,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
5,AC,Jovens,1,1,1,7,0,7,6,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,2,0,4,0,0
5,AC,Idosos,1,4,3,8,3,5,4,0,3,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,1,0,0,4,0,0
5,AC,Jovens,1,4,4,12,0,12,12,0,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.0,2,1,4,1,6,0,0
5,AC,Jovens,2,4,4,10,1,9,9,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,4,0,7,0,0
5,AC,Adultos,2,4,2,34,4,30,25,1,19,3,2,0,3,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8645.0,9,4,14,4,24,0,0
5,AC,Adultos,1,2,5,9,0,9,8,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19740.0,3,0,1,1,7,0,0
5,AC,Jovens,2,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5,AC,Adultos,2,3,5,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2245.0,0,0,0,0,2,0,0
5,AC,Idosos,2,4,2,21,1,20,18,2,11,5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.0,20,1,1,0,8,0,1
5,AC,Adultos,1,2,8,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4180.0,0,0,0,0,0,0,0
5,AC,Idosos,2,2,5,5,1,4,4,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,1,0,3,0,0
5,AC,Adultos,2,2,3,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090.0,0,0,1,0,2,0,0
5,AC,Jovens,2,1,2,9,0,9,9,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,5,1,7,0,0
5,AC,Idosos,2,4,3,6,2,4,4,0,3,1,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2090.0,5,0,1,0,2,0,0
5,AC,Idosos,2,1,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0
5,AC,Adultos,1,1,2,8,2,6,6,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8245.0,2,0,1,2,4,0,0
5,AC,Idosos,1,4,2,13,3,10,9,0,6,2,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.0,9,0,2,1,7,0,0
5,AC,Jovens,1,4,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5,AC,Adultos,2,4,4,18,2,16,15,1,12,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090.0,4,2,7,0,12,1,0
5,AC,Idosos,2,1,2,7,0,7,7,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6,0,1,1,2,0,1
5,AC,Jovens,1,2,2,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,0,0
5,AC,Adultos,1,4,3,11,2,9,8,0,7,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15150.0,3,1,2,1,5,0,0
5,AC,Idosos,1,4,1,4,1,3,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,1,1,0,1
5,AC,Adultos,2,1,3,3,2,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100.0,1,0,0,2,3,0,0
5,AC,Jovens,2,1,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0
5,AC,Idosos,1,2,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
5,AC,Idosos,1,4,5,6,4,2,2,0,0,1,0,0,0,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,5,0,0,0,2,0,0
5,AC,Adultos,2,2,1,3,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,0
5,AC,Jovens,2,4,5,4,0,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,1,2,0,0
5,AC,Idosos,2,4,7,5,2,3,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550.0,4,0,0,0,1,0,0
5,AC,Adultos,1,1,1,4,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6545.0,1,0,1,0,3,0,0
5,AC,Adultos,2,4,1,5,1,4,4,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1300.0,2,0,1,0,4,0,0
5,AC,Adultos,2,2,4,2,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,2,0,0
5,AC,Jovens,1,4,1,6,0,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,0,3,0,0
5,AC,Jovens,2,4,6,5,3,2,1,1,2,0,0,0,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.0,2,0,0,0,3,0,0
5,AC,Adultos,1,2,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045.0,0,0,0,0,0,0,0
5,AC,Idosos,1,1,1,3,0,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,0,0,2,0,0
5,AC,Jovens,1,1,4,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5,AC,Jovens,2,4,1,6,1,5,5,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,3,0,1,0,1,0,0
5,AC,Jovens,2,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0
5,AC,Idosos,2,1,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,0
5,AC,Adultos,2,1,1,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,1,0,0
5,AC,Adultos,1,2,2,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2280.0,0,0,1,0,2,0,0
5,AC,Idosos,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0
5,AC,Idosos,2,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,0
5,AC,Idosos,1,4,7,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500.0,1,0,0,0,0,0,0
5,AC,Idosos,1,2,6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0
5,AC,Idosos,1,1,7,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000.0,0,0,0,0,1,0,0
5,AC,Adultos,2,3,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,0
5,AC,Jovens,2,2,5,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0
5,AL,Jovens,2,4,2,36,6,30,28,4,18,3,4,1,3,4,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,4,4,11,2,33,1,0
5,AL,Adultos,2,4,3,21,1,20,16,1,14,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3675.0,3,0,10,1,14,0,0
5,AL,Adultos,1,3,2,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2700.0,0,0,0,1,1,0,0
5,AL,Adultos,2,1,5,29,3,26,25,1,20,4,1,0,0,1,1,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14785.0,11,2,5,0,21,2,1
5,AL,Adultos,2,3,5,3,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2250.0,1,0,1,0,2,0,0
5,AL,Adultos,2,4,5,90,21,69,65,6,49,6,3,0,2,15,3,4,1,2,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37405.0,16,4,28,3,63,3,3
5,AL,Idosos,1,4,4,3,1,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163.0,2,0,0,0,1,0,0
5,AL,Adultos,2,1,8,6,0,6,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18345.0,0,0,0,0,1,0,0
5,AL,Adultos,2,4,7,34,14,20,19,2,11,4,1,0,0,6,3,4,1,1,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64482.0,11,0,4,2,12,0,0
5,AL,Adultos,2,2,3,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,0
5,AL,Jovens,2,1,6,2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600.0,0,0,0,0,1,0,0
5,AL,Adultos,1,4,6,14,5,9,9,2,7,2,1,0,0,5,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17590.0,6,0,0,1,5,0,0
5,AL,Adultos,2,2,2,7,2,5,5,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2990.0,1,0,1,0,6,0,0
5,AL,Adultos,1,4,4,18,2,16,14,2,14,2,3,1,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20985.0,2,0,5,2,13,0,0
5,AL,Jovens,1,4,4,20,3,17,14,1,10,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240.0,6,2,5,1,11,0,1
5,AL,Adultos,1,4,3,14,1,13,12,1,8,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9545.0,3,0,4,2,11,0,1
5,AL,Jovens,1,1,2,18,3,15,15,0,12,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600.0,4,1,10,3,15,0,0
5,AL,Adultos,1,1,8,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7800.0,0,0,0,0,0,0,0
5,AL,Idosos,2,4,5,17,1,16,14,1,10,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.0,11,2,3,1,9,0,1
5,AL,Jovens,2,4,1,14,3,11,8,0,3,0,0,0,1,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,6,0,13,0,0
5,AL,Adultos,1,4,7,13,5,8,8,1,2,4,0,0,1,3,0,0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46645.0,3,1,0,0,3,0,1
5,AL,Idosos,2,1,1,8,0,8,8,0,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,7,0,0,1,0,0,0
5,AL,Jovens,1,1,4,7,2,5,3,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,2,0,3,1,7,0,0
