País;Tema;Indicador;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Unidade;Multiplicador;Fonte
JP;Economia;Chegada de turistas;;3345000;4757000;4772000;5239000;5212000;6138000;6728000;7334000;8347000;8351000;6790000;8611000;6219000;8358000;10364000;13413000;19737000;24039000;28691000;31191000;31881000;4115799,8;;;turistas;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/ST.INT.ARVL>. Acessado em: janeiro 2021
JP;Economia;Gastos públicos com educação;;3,4;3,46;3,4;3,41;3,47;3,43;3,31;3,28;3,28;3,27;;3,6;3,61;3,65;3,62;3,55;3,27;3,15;3,13;3,08;3,16;3,42;;;% do PIB;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SE.XPD.TOTL.GD.ZS>
JP;Economia;Gastos públicos com saúde;;;5,66;5,86;5,94;5,99;6,05;6,22;6,17;6,32;6,57;7,28;7,43;8,78;8,96;8,99;9,03;9,04;8,96;8,97;9;9,04;9,19;;;% do PIB;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SH.XPD.GHED.GD.ZS>
JP;Economia;Investimentos em pesquisa e desenvolvimento;;;2,86;2,92;2,97;2,99;2,98;3,13;3,23;3,29;3,29;3,2;3,1;3,21;3,17;3,28;3,37;3,24;3,11;3,17;3,22;3,2;3,26;;;% do PIB;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/GB.XPD.RSDV.GD.ZS>
JP;Economia;Mulheres de 15 anos ou mais de idade economicamente ativas;50,12;49,98;49,28;49,15;48,54;48,25;48,25;48,37;48,48;48,45;48,42;48,5;48,4;48,15;48,09;48,8;49,23;49,46;50,26;51,07;52,41;53,27;53,12;53,55;54,2;%;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SL.TLF.CACT.FE.NE.ZS>
JP;Economia;PIB per capita;25371,46;44197,63;39169,36;34406,17;32820,79;35387,05;38298,98;37812,89;35991,54;35779,02;39876,31;41309;44968,16;48760,08;49145,28;40898,65;38475,4;34960,64;39375,47;38834,05;39751,13;40415,96;39986,93;39827,13;33815,32;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/NY.GDP.PCAP.CD>
JP;Economia;População de 15 anos ou mais de idade economicamente ativa;63,39;63,42;62,44;61,99;61,23;60,77;60,42;60,42;60,42;60,39;60,16;59,86;59,58;59,25;59,01;59,25;59,44;59,5;59,99;60,44;61,45;62,01;61,95;62,12;62,5;%;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SL.TLF.CACT.NE.ZS>
JP;Economia;Total de exportações;;;4,54301E+11;3,79094E+11;3,90953E+11;4,43877E+11;5,33531E+11;5,70982E+11;6,19219E+11;6,80623E+11;749117909760.22;548145189337.79;735436367446.34;789951046111.78;776640145114.96;694939954454.17;699180562262.24;622037821678.57;635820697748.12;688664982999.37;735577790778.08;695179081587.01;630500349918.28;749753071746.96;751745625712.28;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/BX.GSR.MRCH.CD>
JP;Economia;Total de importações;;;3,36333E+11;3,06243E+11;2,94044E+11;3,35751E+11;4,00244E+11;4,64018E+11;5,24113E+11;5,60022E+11;693840564099.35;490053661050.98;626912367126.02;794424638305.59;830124000741.68;784588205045.52;799005258039.65;629372737323.24;584657969278.6;644829099659.16;724990493562.36;693817635468.39;603853432040.28;733047375991.39;869180267447.86;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/BM.GSR.MRCH.CD>
JP;Economia;Total do PIB;3,13282E+12;5,54556E+12;4,96836E+12;4,37471E+12;4,18285E+12;4,51956E+12;4,89312E+12;4,83147E+12;4,60166E+12;4,57975E+12;5,10668E+12;5,28949E+12;5,75907E+12;6,23315E+12;6,27236E+12;5,21233E+12;4,89699E+12;4,44493E+12;5,00368E+12;4,93084E+12;5,04088E+12;5,11799E+12;5,04879E+12;5,00554E+12;4,23114E+12;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/NY.GDP.MKTP.CD>
