País;Tema;Indicador;1990;1995;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;Unidade;Multiplicador;Fonte
ES;Economia;Chegada de turistas;;52460000;74580000;75564000;79313000;82326000;85981000;92563000;96152000;98907000;97670000;91899000;93744000;99187000;98128000;103231000;107144000;109834000;115561000;121717000;124456000;126170000;36410000;;;turistas;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/ST.INT.ARVL>. Acessado em: janeiro 2021
ES;Economia;Gastos públicos com educação;3,63;4,43;4,17;4,11;4,13;4,17;4,16;4,14;4,18;4,25;4,53;4,91;4,86;4,9;4,47;4,35;4,3;4,29;4,23;4,21;4,18;4,23;4,59;;;% do PIB;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SE.XPD.TOTL.GD.ZS>
ES;Economia;Gastos públicos com saúde;;;4,92;4,87;4,9;5,38;5,46;5,53;5,64;5,73;6,14;6,84;6,79;6,74;6,6;6,44;6,39;6,51;6,41;6,31;6,32;6,45;7,85;;;% do PIB;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SH.XPD.GHED.GD.ZS>
ES;Economia;Investimentos em pesquisa e desenvolvimento;;;0,88;0,89;0,96;1,02;1,04;1,1;1,18;1,24;1,33;1,36;1,36;1,33;1,3;1,28;1,24;1,22;1,19;1,21;1,24;1,25;1,41;;;% do PIB;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/GB.XPD.RSDV.GD.ZS>
ES;Economia;Mulheres de 15 anos ou mais de idade economicamente ativas;32,63;36,8;40,7;39,56;42,12;43,62;45,01;46,49;47,91;48,96;50,35;51,45;52,16;52,82;53,44;53,39;53,11;53,12;53,04;52,63;52,42;52,69;51,62;53,1;;%;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SL.TLF.CACT.FE.NE.ZS>
ES;Economia;PIB per capita;13804,88;15471,96;14749,69;15369;17106,69;21510,84;24907;26429,15;28389,08;32591,35;35510,72;32169,5;30532,48;31677,9;28322,95;29077,18;29513,65;25754,36;26537,16;28185,32;30379,72;29581,52;26959,68;30103,51;29350,17;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/NY.GDP.PCAP.CD>
ES;Economia;População de 15 anos ou mais de idade economicamente ativa;48,57;50,05;52,77;52,09;53,77;54,94;55,85;57,09;57,94;58,58;59,37;59,5;59,61;59,68;59,74;59,36;58,93;58,83;58,51;58,11;57,92;57,92;56,71;57,77;;%;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/SL.TLF.CACT.NE.ZS>
ES;Economia;Total de exportações;55657617114;93490417576;1,17681E+11;1,18911E+11;1,27739E+11;1,5838E+11;1,86631E+11;1,95074E+11;2,13661E+11;2,62113E+11;285322727190.14;229830701310.59;254565471687.3;304217312788.84;291515484569.75;316521411544.49;321490862992.75;280504041252.9;287115703485.67;317495895728.12;344006673513.25;329959857895.23;303655699926.72;379192144982.11;412060187934.51;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/BX.GSR.MRCH.CD>
ES;Economia;Total de importações;84815312308;1,12107E+11;1,5578E+11;1,54885E+11;1,64587E+11;2,06721E+11;2,56922E+11;2,83552E+11;3,22369E+11;3,91343E+11;415495708346.43;288498971675.09;318032841576.48;364129710376.89;327487379936.44;333351955854.47;349750725802.27;303444140284.96;302850013842.81;342516420951.34;378523505613.85;359763005061.41;313406115954.54;402117419035.93;473415008067.87;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/BM.GSR.MRCH.CD>
ES;Economia;Total do PIB;5,36559E+11;6,14609E+11;5,98363E+11;6,2783E+11;7,08757E+11;9,07492E+11;1,06906E+12;1,15372E+12;1,2604E+12;1,474E+12;1,63186E+12;1,49147E+12;1,42211E+12;1,48071E+12;1,32475E+12;1,35558E+12;1,37182E+12;1,19616E+12;1,23355E+12;1,31325E+12;1,4217E+12;1,39432E+12;1,27696E+12;1,42738E+12;1,39751E+12;US$;1;World Development Indicators. The World Bank. <https://data.worldbank.org/indicator/NY.GDP.MKTP.CD>
